945,650
571,69
794,226
946,328
413,835
427,509
83,809
752,87
324,6
981,422
58,988
882,561
108,868
24,157
452,899
523,569
121,750
203,717
780,840
590,418
390,394
349,280
96,630
39,284
933,214
31,638
60,522
599,369
612,761
74,259
2,369
656,271
465,658
172,791
999,876
891,915
76,660
971,769
27,679
842,469
3,818
57,462
436,937
825,658
256,715
791,101
767,862
748,593
969,631
136,947
260,803
630,635
496,4
306,87
808,647
141,361
382,383
455,404
432,53
365,695
661,164
89,365
421,931
511,554
636,363
313,488
669,455
349,335
589,923
307,879
149,404
930,796
920,79
609,399
841,57
4,367
968,786
33,351
906,885
997,115
25,848
599,653
508,525
135,790
135,491
105,318
885,32
468,614
886,438
795,927
291,817
249,977
855,958
221,591
662,231
403,580
604,11
7,46
160,308
787,515
9,275
201,502
4,479
95,872
487,933
956,291
25,443
230,578
605,427
507,106
510,626
946,892
343,260
443,978
448,935
23,413
725,310
504,263
632,186
747,346
46,523
94,242
274,532
408,944
544,911
220,208
933,513
729,916
590,280
999,742
104,538
624,366
101,330
199,52
756,854
177,780
590,690
375,920
97,172
26,134
176,564
158,690
13,971
306,626
40,481
260,448
410,190
572,275
913,249
914,536
516,604
205,988
159,593
792,236
898,543
260,509
56,147
513,321
614,889
286,108
684,142
714,419
947,548
525,138
491,132
89,400
278,355
603,445
839,524
784,735
55,380
850,961
101,69
294,921
618,195
413,111
941,910
888,579
84,741
395,687
943,199
814,966
337,956
294,715
754,99
976,93
634,341
631,626
397,195
976,563
281,264
853,112
931,763
89,961
733,306
67,7
698,891
693,907
819,47
893,527
253,841
615,81
23,648
377,783
46,859
858,630
52,922
415,47
282,276
40,666
386,915
259,856
346,871
941,956
347,652
719,731
810,545
677,483
130,635
721,918
292,926
225,561
992,769
526,374
632,583
713,127
538,366
198,514
737,998
13,925
501,354
603,63
428,912
977,366
375,455
469,453
183,216
459,309
238,300
717,448
932,339
724,718
864,284
55,268
26,899
802,467
529,236
111,588
525,929
875,896
314,177
396,705
710,894
10,833
743,77
735,322
978,547
864,220
964,527
681,468
174,25
317,703
529,987
135,980
824,908
444,272
826,350
242,802
109,63
89,80
98,835
272,20
481,556
166,556
487,676
244,8
837,2
500,366
638,801
934,284
69,729
911,763
588,17
64,664
548,86
844,192
649,148
353,604
700,464
177,229
853,249
427,290
628,166
440,13
326,863
15,431
991,217
942,812
302,32
212,277
279,985
20,927
660,356
729,964
486,617
750,532
564,362
271,597
950,529
67,775
886,563
930,644
975,181
792,653
815,300
517,662
301,216
196,145
744,676
229,44
414,304
952,51
735,188
462,691
84,995
783,155
66,755
331,10
630,91
343,712
638,498
528,901
601,703
890,847
533,979
798,434
117,42
430,922
821,979
55,994
612,939
908,810
763,632
166,984
131,793
733,242
814,913
543,121
823,423
953,639
498,554
935,47
863,622
855,802
145,213
162,611
980,755
231,807
457,687
550,302
66,727
376,25
246,966
131,521
821,468
820,167
737,957
784,698
540,299
151,430
539,632
978,717
351,811
646,196
139,304
862,167
932,387
534,515
860,455
541,248
739,824
331,350
919,275
380,124
828,992
852,877
884,66
103,766
110,626
513,571
590,803
328,798
671,237
980,263
732,881
729,893
219,570
749,267
145,935
15,164
464,543
285,863
122,45
93,844
416,975
682,409
846,191
151,223
196,497
254,148
220,242
171,711
229,433
203,688
281,997
560,278
155,321
640,554
11,840
587,261
836,864
608,706
457,17
291,506
514,891
247,28
836,619
807,883
738,141
526,444
44,837
571,619
492,843
971,823
992,209
928,510
26,734
521,184
579,752
70,482
231,8
149,932
514,823
933,821
849,286
56,958
60,592
85,770
488,510
926,800
404,109
943,146
474,122
890,74
336,958
532,535
679,727
711,846
371,138
896,916
372,554
883,821
199,249
400,203
3,693
798,619
356,369
242,598
349,993
921,583
30,527
985,493
238,488
153,598
48,198
623,887
768,706
111,926
421,268
163,120
685,256
779,461
830,952
354,79
139,719
619,240
325,837
987,444
830,363
884,383
208,942
739,57
712,630
112,971
716,516
515,704
883,748
207,934
510,272
302,740
156,923
160,479
190,354
502,847
181,347
646,803
581,539
954,956
469,898
892,810
508,898
707,532
18,943
697,430
557,401
568,827
762,181
673,912
615,229
630,164
710,163
528,351
321,472
804,140
886,636
713,735
